Tnumber:,,,,,,200,200,200,200,200,200,200,200,200,200,200,200,200,200,300,300,300,300,310,310,310,320,320,320,320,330,330,330,330,330,330,330,340,340,350,350,350,550,550,560,560,560,
227, 0,455,0, 1,1,-394.604,-464.730,-465.273,-466.817,-466.025,-465.940,-467.082,-467.217,-467.269,-467.117,-467.335,-466.735,0.268,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.660,PASS,1226.057,2.458,1924.982,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
227, 1,455,1, 1,1,-391.923,-461.593,-461.071,-462.333,-462.861,-463.264,-462.249,-464.357,-464.336,-464.685,-462.572,-461.635,0.184,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.648,PASS,1228.446,2.446,1925.020,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
228, 0,457,0, 1,1,-390.340,-457.470,-462.305,-460.146,-460.176,-459.946,-461.117,-461.717,-461.788,-461.904,-459.742,-460.736,0.312,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.670,PASS,1232.147,2.482,1921.838,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
228, 1,457,1, 1,1,-403.025,-477.141,-476.104,-476.733,-479.404,-476.897,-476.650,-479.770,-480.999,-479.544,-479.909,-477.683,0.266,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.554,PASS,1229.925,2.430,1930.690,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
229, 0,459,0, 1,1,-391.205,-464.253,-464.953,-465.070,-466.506,-465.395,-465.726,-465.273,-465.081,-464.713,-466.000,-464.310,0.264,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.583,PASS,1232.874,2.498,1935.013,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
229, 1,459,1, 1,1,-391.450,-460.996,-460.880,-463.039,-463.854,-464.038,-462.611,-465.347,-464.431,-465.053,-465.634,-462.527,0.451,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.645,PASS,1229.662,2.436,1922.254,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
230, 0,461,0, 1,1,-391.563,-459.240,-460.373,-461.198,-461.315,-462.033,-461.776,-462.386,-463.118,-461.694,-463.596,-462.506,-0.078,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.682,PASS,1230.656,2.455,1905.488,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
230, 1,461,1, 1,1,-403.699,-478.358,-477.603,-477.243,-478.086,-478.764,-477.828,-479.099,-482.139,-479.176,-479.794,-476.915,-0.102,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.610,PASS,1226.893,2.444,1933.749,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
231, 0,463,0, 1,1,-391.663,-462.970,-464.533,-463.936,-463.856,-463.638,-463.796,-464.212,-465.825,-464.489,-466.023,-465.126,0.037,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.653,PASS,1234.503,2.460,1920.439,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
231, 1,463,1, 1,1,-387.725,-457.871,-458.034,-458.453,-458.789,-456.502,-458.578,-458.300,-461.246,-458.991,-457.994,-458.241,0.033,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.657,PASS,1229.098,2.429,1920.515,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
232, 0,465,0, 1,1,-387.070,-456.464,-457.301,-457.541,-456.648,-456.159,-459.484,-458.846,-459.319,-456.786,-458.522,-456.761,0.284,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.636,PASS,1228.739,2.464,1917.573,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
232, 1,465,1, 1,1,-404.238,-478.429,-478.802,-479.012,-480.478,-479.414,-479.954,-479.713,-481.238,-481.458,-481.476,-479.933,0.374,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.536,PASS,1231.065,2.483,1923.389,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
233, 0,467,0, 1,1,-395.091,-463.886,-465.922,-467.927,-467.555,-466.666,-469.025,-468.584,-470.806,-468.567,-470.182,-468.014,0.085,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.636,PASS,1227.799,2.469,1932.524,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
233, 1,467,1, 1,1,-388.083,-457.847,-457.585,-459.759,-460.250,-460.232,-459.207,-460.176,-461.079,-460.141,-460.616,-459.304,0.054,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.626,PASS,1228.371,2.454,1914.641,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
234, 0,469,0, 1,1,-388.297,-456.769,-460.555,-459.060,-457.582,-458.356,-460.535,-459.099,-458.842,-460.058,-460.048,-459.047,0.279,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.628,PASS,1229.015,2.485,1908.392,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
234, 1,469,1, 1,1,-404.501,-477.131,-476.161,-477.891,-477.709,-478.263,-477.856,-478.356,-480.460,-480.833,-479.779,-475.914,0.238,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.578,PASS,1227.857,2.432,1937.355,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
235, 0,471,0, 1,1,-394.828,-463.428,-464.123,-466.936,-466.773,-466.470,-466.986,-466.324,-467.031,-467.379,-466.815,-466.754,0.216,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.614,PASS,1233.313,2.503,1917.950,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
235, 1,471,1, 1,1,-387.892,-459.398,-458.573,-457.529,-459.099,-456.975,-457.958,-459.643,-460.750,-458.332,-460.803,-458.217,0.247,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.626,PASS,1227.068,2.415,1910.333,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
236, 0,473,0, 1,1,-390.479,-459.946,-460.316,-460.674,-462.736,-461.603,-462.435,-462.874,-465.162,-462.395,-464.049,-463.356,0.248,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.637,PASS,1230.331,2.491,1933.366,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
236, 1,473,1, 1,1,-401.177,-477.351,-476.505,-475.089,-477.514,-476.835,-476.221,-477.823,-477.438,-478.422,-478.428,-476.377,0.370,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.603,PASS,1232.481,2.457,1929.050,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
237, 0,475,0, 1,1,-391.577,-462.073,-463.527,-463.470,-463.279,-464.717,-464.794,-463.720,-464.324,-463.492,-464.993,-463.814,0.417,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.697,PASS,1233.939,2.557,1901.999,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
237, 1,475,1, 1,1,-391.230,-460.266,-459.820,-463.086,-463.596,-462.333,-462.129,-463.162,-465.013,-463.563,-463.300,-461.736,0.176,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.626,PASS,1233.095,2.461,1923.314,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
238, 0,477,0, 1,1,-391.644,-459.226,-463.699,-461.746,-461.854,-462.391,-462.187,-461.818,-464.548,-462.519,-464.030,-462.425,0.353,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.578,PASS,1236.897,2.525,1940.936,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
238, 1,477,1, 1,1,-403.646,-479.389,-477.660,-477.691,-478.564,-478.559,-478.967,-480.299,-488.270,-481.744,-480.120,-479.461,0.175,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.678,PASS,1230.802,2.467,1922.821,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
239, 0,479,0, 1,1,-393.277,-466.829,-467.253,-468.298,-468.504,-468.915,-469.192,-468.197,-468.399,-467.031,-469.638,-468.644,0.062,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.607,PASS,1231.383,2.473,1934.017,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
239, 1,479,1, 1,1,-391.187,-461.760,-460.732,-464.288,-464.742,-462.619,-464.208,-464.143,-463.516,-463.945,-464.498,-462.293,0.187,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.674,PASS,1231.779,2.477,1941.399,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
240, 0,481,0, 1,1,-387.896,-457.938,-459.581,-459.045,-458.950,-458.198,-460.076,-460.016,-459.743,-459.156,-461.135,-459.414,0.247,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.657,PASS,1227.900,2.460,1914.828,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
240, 1,481,1, 1,1,-405.299,-478.511,-477.527,-477.958,-478.292,-478.382,-479.601,-478.609,-479.707,-480.164,-478.581,-479.204,0.155,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.581,PASS,1230.075,2.433,1930.385,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
241, 0,483,0, 2,20,-1428.212,-1427.651,-1428.519,-485.904,-1429.023,-1426.236,-1429.590,-1429.327,-1424.912,-1409.118,-1426.672,-1426.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241, 1,483,1, 1,1,-384.841,-456.563,-456.219,-456.351,-457.075,-455.399,-455.155,-455.938,-457.427,-457.163,-455.679,-453.955,0.119,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.631,PASS,1230.965,2.467,1910.633,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
242, 0,485,0, 1,1,-395.588,-463.862,-465.268,-466.532,-466.392,-466.966,-467.129,-469.043,-468.094,-466.916,-467.936,-466.911,0.146,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.607,PASS,1227.699,2.485,1914.040,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
242, 1,485,1, 1,1,-401.536,-478.167,-477.044,-476.056,-476.267,-478.707,-477.217,-478.271,-478.234,-478.785,-479.799,-477.740,0.039,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.509,PASS,1228.835,2.467,1928.136,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
243, 0,487,0, 1,1,-391.410,-463.194,-463.617,-463.941,-464.213,-462.463,-463.801,-464.799,-464.838,-464.703,-464.044,-463.275,0.150,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.652,PASS,1229.190,2.452,1916.407,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
243, 1,487,1, 1,1,-391.392,-460.863,-460.273,-462.538,-462.794,-462.519,-463.278,-464.404,-462.581,-462.924,-463.952,-461.955,-0.070,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.598,PASS,1229.060,2.441,1922.935,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
244, 0,489,0, 1,1,-389.557,-457.375,-458.088,-459.607,-458.335,-459.703,-459.881,-458.741,-460.191,-460.187,-459.766,-459.844,0.173,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.675,PASS,1229.892,2.451,1924.792,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
244, 1,489,1, 1,1,-401.306,-476.158,-475.650,-475.823,-476.912,-474.992,-475.430,-475.604,-478.997,-476.761,-477.320,-474.574,0.267,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.635,PASS,1236.002,2.478,1933.979,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
245, 0,491,0, 1,1,-390.632,-462.750,-463.551,-463.017,-463.451,-463.982,-465.864,-464.365,-465.496,-464.241,-464.912,-462.826,0.099,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.574,PASS,1228.639,2.479,1921.270,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
245, 1,491,1, 1,1,-388.198,-459.059,-458.932,-459.264,-461.859,-458.885,-458.626,-461.462,-460.994,-461.358,-462.442,-460.582,0.199,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.611,PASS,1235.964,2.482,1912.279,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
246, 0,493,0, 1,1,-390.579,-458.825,-459.357,-461.246,-460.185,-459.598,-462.254,-462.597,-462.612,-461.813,-462.179,-462.120,0.220,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.686,PASS,1237.486,2.471,1925.931,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
246, 1,493,1, 1,1,-401.263,-477.389,-476.954,-475.637,-475.523,-476.362,-475.291,-476.542,-480.742,-476.928,-476.453,-475.008,-0.112,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.563,PASS,1226.467,2.425,1922.859,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
247, 0,495,0, 1,1,-393.721,-463.743,-464.996,-465.579,-465.863,-465.801,-467.855,-466.849,-467.650,-466.993,-466.934,-465.747,0.088,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.609,PASS,1228.313,2.441,1924.261,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
247, 1,495,1, 1,1,-389.220,-460.290,-460.001,-461.490,-463.892,-462.247,-462.406,-462.424,-463.015,-462.036,-462.864,-462.336,0.301,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.617,PASS,1232.832,2.475,1953.946,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
248, 0,497,0, 1,1,-387.624,-457.623,-458.527,-458.865,-459.098,-460.328,-460.463,-459.725,-460.344,-459.629,-460.243,-460.259,0.182,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.611,PASS,1233.952,2.494,1935.665,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
248, 1,497,1, 1,1,-400.366,-478.725,-477.135,-475.656,-476.568,-474.634,-475.315,-475.966,-478.081,-476.613,-478.078,-475.180,0.402,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.644,PASS,1230.351,2.453,1941.052,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
249, 0,499,0, 1,1,-391.715,-463.189,-464.300,-463.679,-465.338,-465.639,-464.360,-465.048,-467.169,-465.438,-465.752,-464.969,0.239,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.858,PASS,1225.581,2.446,1914.828,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
249, 1,499,1, 1,1,-391.182,-460.366,-460.297,-463.053,-462.064,-463.904,-462.835,-463.533,-465.971,-465.005,-464.192,-460.668,0.316,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.602,PASS,1233.295,2.469,1914.078,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
250, 0,501,0, 1,1,-385.480,-457.060,-458.236,-455.345,-455.985,-456.326,-458.677,-455.668,-457.608,-455.212,-457.067,-457.625,0.319,1.000,PASS,PASS,PASS,PASS,PASS,PASS,1.552,PASS,1233.501,2.493,1910.333,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
250, 1,501,1, 1,1,-402.992,-475.614,-474.408,-474.846,-475.461,-475.560,-475.592,-477.528,-479.245,-477.277,-477.690,-477.383,0.235,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.629,PASS,1232.782,2.424,1915.317,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
251, 0,503,0, 1,1,-391.601,-461.114,-461.833,-463.417,-461.997,-461.565,-462.669,-464.694,-463.118,-462.071,-462.661,-461.752,0.336,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.609,PASS,1236.959,2.430,1902.481,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
251, 1,503,1, 1,1,-393.131,-462.185,-462.394,-465.408,-463.983,-464.329,-464.661,-465.638,-465.061,-464.719,-465.591,-462.146,0.115,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.635,PASS,1234.348,2.459,1924.147,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
252, 0,505,0, 1,1,-385.833,-455.763,-456.518,-455.698,-454.598,-453.322,-456.055,-455.740,-456.035,-455.994,-456.452,-456.508,0.241,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.825,PASS,1235.531,2.502,1894.362,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
252, 1,505,1, 1,1,-403.331,-477.924,-477.030,-477.010,-477.447,-478.038,-478.614,-479.599,-479.950,-478.866,-478.207,-476.753,0.111,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.561,PASS,1225.853,2.428,1930.042,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
253, 0,507,0, 1,1,-385.189,-458.172,-459.295,-455.555,-455.547,-454.497,-456.671,-457.852,-457.446,-458.827,-457.215,-456.474,0.202,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.700,PASS,1230.656,2.495,1897.970,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
253, 1,507,1, 1,1,-384.645,-457.713,-457.532,-457.324,-458.717,-457.882,-456.447,-457.390,-458.815,-459.334,-459.964,-458.522,0.257,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.743,PASS,1230.476,2.465,1907.647,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
254, 0,509,0, 1,1,-381.804,-454.356,-455.602,-452.140,-450.284,-450.691,-452.665,-451.917,-452.975,-452.627,-452.584,-451.869,0.236,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.702,PASS,1232.122,2.459,1887.843,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
254, 1,509,1, 1,1,-401.870,-476.158,-474.356,-474.040,-476.186,-475.952,-475.797,-476.971,-477.538,-477.272,-477.651,-475.094,0.058,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.550,PASS,1231.817,2.449,1923.768,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
255, 0,511,0, 1,1,-389.271,-461.382,-462.401,-461.979,-460.524,-461.073,-464.006,-463.055,-462.546,-461.608,-462.642,-460.011,0.028,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.665,PASS,1232.498,2.488,1909.885,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
255, 1,511,1, 1,1,-388.164,-458.782,-458.201,-458.129,-459.758,-459.009,-458.602,-458.719,-458.891,-460.604,-459.959,-456.611,0.138,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.740,PASS,1225.890,2.416,1919.005,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
256, 0,513,0, 1,1,-387.108,-456.579,-458.408,-457.926,-459.165,-458.872,-459.179,-458.941,-459.981,-458.250,-459.037,-459.791,0.144,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.637,PASS,1227.900,2.433,1899.003,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
256, 1,513,1, 1,1,-403.732,-477.943,-477.130,-477.229,-478.530,-477.527,-478.581,-480.599,-481.047,-480.885,-480.800,-476.296,0.035,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.574,PASS,1230.714,2.468,1925.741,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
257, 0,515,0, 1,1,-393.558,-464.367,-464.949,-466.517,-466.211,-466.374,-467.254,-466.558,-468.871,-466.964,-466.586,-466.725,-0.009,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.591,PASS,1230.669,2.475,1917.799,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
257, 1,515,1, 1,1,-385.347,-457.799,-457.418,-457.853,-457.671,-455.853,-458.559,-458.557,-457.756,-458.375,-456.551,-456.744,0.131,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.667,PASS,1232.544,2.478,1916.670,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
258, 0,517,0, 1,1,-386.764,-455.539,-457.024,-457.183,-456.943,-456.016,-457.235,-457.551,-457.684,-456.047,-458.631,-457.405,0.064,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.657,PASS,1228.514,2.493,1903.148,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
258, 1,517,1, 1,1,-402.758,-476.420,-475.225,-476.390,-477.647,-476.873,-476.269,-478.137,-478.105,-479.133,-478.782,-477.645,0.169,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.566,PASS,1228.283,2.416,1924.109,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
259, 0,519,0, 1,1,-392.814,-462.278,-463.503,-463.360,-463.360,-465.500,-465.238,-465.870,-465.849,-465.137,-465.837,-465.604,0.283,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.642,PASS,1232.072,2.452,1930.919,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
259, 1,519,1, 1,1,-391.412,-460.863,-459.944,-464.535,-464.327,-463.794,-461.686,-462.981,-464.112,-464.131,-464.532,-461.068,0.053,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.612,PASS,1230.952,2.463,1922.670,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
260, 0,521,0, 1,1,-390.846,-458.520,-459.600,-460.736,-461.272,-460.758,-462.225,-462.582,-461.888,-461.594,-462.218,-461.256,0.096,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.633,PASS,1233.413,2.498,1949.149,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
260, 1,521,1, 1,1,-404.616,-477.055,-476.199,-476.962,-477.447,-477.451,-477.112,-479.747,-480.575,-480.331,-479.827,-476.939,0.082,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.577,PASS,1231.228,2.467,1919.911,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
261, 0,523,0, 1,1,-396.414,-465.178,-466.046,-468.798,-468.118,-468.284,-469.512,-468.928,-470.725,-468.724,-468.990,-469.703,0.131,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.593,PASS,1234.040,2.467,1934.668,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
261, 1,523,1, 1,1,-388.317,-459.059,-458.807,-460.570,-459.266,-459.019,-458.816,-459.576,-460.722,-460.590,-460.170,-458.932,0.049,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.617,PASS,1232.681,2.462,1896.680,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
